Names,color_wine,Prices,ML,Ratings,Ratingsnum,Countrys,ABV %,rates,year,brand,location,city,raters_numb
Agusti Torello Mata Brut Reserva Cava ,Sparkling & Champagne,22.99,750,0.0,0,"Vintage Sparkling Wine from Cava, Spain",0.0,0,2018,Vintage Sparkling Wine,Spain,Cava,0
Aia Vecchia Vermentino ,White Wine,17.99,750,3.7,5,"Vermentino from Tuscany, Italy",13.0,0,2021,Vermentino,Italy,Tuscany,0
Aia Vecchia Sor Ugo ,Red Wine,42.99,750,0.0,0,"Bordeaux Red Blends from Tuscany, Italy",0.0,0,2019,Bordeaux Red Blends,Italy,Tuscany,0
Aia Vecchia Lagone Toscana ,Red Wine,17.99,750,3.8,35,"Bordeaux Red Blends from Tuscany, Italy",14.0,V,2018,Bordeaux Red Blends,Italy,Tuscany,1
Aia Vecchia Lagone Toscana ,Red Wine,17.99,750,0.0,0,"Bordeaux Red Blends from Tuscany, Italy",14.5,V,2019,Bordeaux Red Blends,Italy,Tuscany,1
Aichenberg Premium Gruner Veltliner ,White Wine,11.99,750,0.0,0,Gruner Veltliner from Austria,13.0,WW,2021,Gruner Veltliner,Austria,_Not_given_,1
Aix Rose (3 Liter Bottle) ,Pink and Rosé,149.97,3000,0.0,0,"Rosé from Coteaux d'Aix-en-Provence, Provence, South of France, France",0.0,0,2021,Rosé,France,South of France,0
Aix Rose ,Pink and Rosé,20.99,750,3.7,23,"Rosé from Coteaux d'Aix-en-Provence, Provence, South of France, France",13.0,JS,2021,Rosé,France,South of France,1
Alain Brumont Cotes de Gascogne Blanc ,White Wine,13.99,750,0.0,0,"Other White Blends from Southwest, France",13.0,0,2021,Other White Blends,France,Southwest,0
Alain Brumont Chateau Bouscasse Madiran ,Red Wine,29.99,750,3.7,5,"Other Red Blends from Southwest, France",14.5,0,2016,Other Red Blends,France,Southwest,0
Alain Brumont Cotes de Gascogne Rouge ,Red Wine,12.99,750,0.0,0,"Other Red Blends from Southwest, France",13.5,0,2019,Other Red Blends,France,Southwest,0
Alain Chavy St-Aubin Premier Cru En Remilly ,White Wine,79.98,750,0.0,0,"Chardonnay from St-Aubin, Cote de Beaune, Cote d'Or, Burgundy, France",0.0,V,2017,Chardonnay,France,Burgundy,1
Alain Chavy Puligny-Montrachet ,White Wine,99.99,750,0.0,0,"Chardonnay from Puligny-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",13.0,0,2020,Chardonnay,France,Burgundy,0
Alain Chavy Puligny-Montrachet Les Folatieres Premier Cru ,White Wine,139.99,750,0.0,0,"Chardonnay from Puligny-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",13.0,"V, JM",2019,Chardonnay,France,Burgundy,2
Alain Chavy Puligny-Montrachet Les Folatieres Premier Cru ,White Wine,139.99,750,0.0,0,"Chardonnay from Puligny-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",13.0,V,2020,Chardonnay,France,Burgundy,1
Alain Chavy Bourgogne Blanc ,White Wine,29.99,750,0.0,0,"Chardonnay from Burgundy, France",13.0,0,2020,Chardonnay,France,Burgundy,0
Alain Chavy Puligny-Montrachet Les Charmes ,White Wine,109.99,750,0.0,0,"Chardonnay from Puligny-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",13.0,0,2020,Chardonnay,France,Burgundy,0
Alain Chavy Puligny-Montrachet Les Champs Gains Premier Cru ,White Wine,134.99,750,0.0,0,"Chardonnay from Puligny-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",13.0,V,2018,Chardonnay,France,Burgundy,1
Alain de la Treille Chardonnay ,White Wine,16.99,750,0.0,0,"Chardonnay from Vin de France, France",12.5,0,2020,Chardonnay,France,Vin de France,0
Alain Graillot Crozes-Hermitage Blanc ,White Wine,36.99,750,0.0,0,"Rhone White Blends from Crozes-Hermitage, Rhone, France",0.0,0,2020,Rhone White Blends,France,Rhone,0
Alain Jaume Chateau Mazane Vacqueyras ,Red Wine,33.99,750,0.0,0,"Rhone Red Blends from Vacqueyras, Rhone, France",0.0,"JS, JD",2017,Rhone Red Blends,France,Rhone,2
Alain Voge Cotes Du Rhone Les Peyrouses ,Red Wine,29.99,750,3.0,5,"Syrah/Shiraz from Cotes du Rhone, Rhone, France",14.5,0,2018,Syrah/Shiraz,France,Rhone,0
Alain Voge Cotes Du Rhone Les Peyrouses ,Red Wine,30.99,750,0.0,0,"Syrah/Shiraz from Cotes du Rhone, Rhone, France",0.0,0,2019,Syrah/Shiraz,France,Rhone,0
Alain Voge Les Cotes Saint Joseph ,Red Wine,49.99,750,0.0,0,"Syrah/Shiraz from Saint-Joseph, Rhone, France",0.0,WS,2019,Syrah/Shiraz,France,Rhone,1
Alain Voge Cornas Vieilles Vignes ,Red Wine,84.99,750,0.0,0,"Syrah/Shiraz from Cornas, Rhone, France",14.5,"JD, RP, D, WS",2018,Syrah/Shiraz,France,Rhone,4
Alain Voge Les Cotes Saint Joseph ,Red Wine,56.99,750,0.0,0,"Syrah/Shiraz from Saint-Joseph, Rhone, France",0.0,0,2018,Syrah/Shiraz,France,Rhone,0
Alain Voge Cornas Vieilles Vignes ,Red Wine,289.97,750,0.0,0,"Syrah/Shiraz from Cornas, Rhone, France",13.5,"WS, RP",2009,Syrah/Shiraz,France,Rhone,2
Alain Voge Cornas Les Chailles ,Red Wine,65.99,750,0.0,0,"Syrah/Shiraz from Cornas, Rhone, France",0.0,"WS, JD",2019,Syrah/Shiraz,France,Rhone,2
Alamos Mendoza Seleccion Malbec ,Red Wine,17.99,750,0.0,0,"Malbec from Mendoza, Argentina",13.5,RP,2020,Malbec,Argentina,Mendoza,1
Alamos Red Blend ,Red Wine,11.99,750,4.3,8,"Other Red Blends from Mendoza, Argentina",13.5,0,2020,Other Red Blends,Argentina,Mendoza,0
Alamos Malbec ,Red Wine,12.99,750,0.0,0,"Malbec from Mendoza, Argentina",13.5,JS,2021,Malbec,Argentina,Mendoza,1
Alamos Cabernet Sauvignon ,Red Wine,11.99,750,3.8,10,"Cabernet Sauvignon from Mendoza, Argentina",13.5,JS,2020,Cabernet Sauvignon,Argentina,Mendoza,1
Alban Seymour's Vineyard Syrah ,Red Wine,219.97,750,0.0,0,"Syrah/Shiraz from Central Coast, California",0.0,RP,1999,Syrah/Shiraz,California,Central Coast,1
Alban Lorraine Estate Syrah ,Red Wine,239.97,750,0.0,0,"Syrah/Shiraz from Central Coast, California",15.9,"RP, WS",2002,Syrah/Shiraz,California,Central Coast,2
Alban Reva Estate Syrah ,Red Wine,129.97,750,0.0,0,"Syrah/Shiraz from Edna Valley, Central Coast, California",0.0,JD,2017,Syrah/Shiraz,California,Central Coast,1
Alban Forsythe Vineyard The Mason Mourvedre ,Red Wine,219.97,750,0.0,0,"Mourvedre from Edna Valley, Central Coast, California",0.0,0,2015,Mourvedre,California,Central Coast,0
Alban Patrina Alban Estate Syrah ,Red Wine,72.99,750,0.0,0,"Syrah/Shiraz from Edna Valley, Central Coast, California",13.7,WW,2019,Syrah/Shiraz,California,Central Coast,1
Alban Reva Estate Syrah (1.5 Liter Magnum) ,Red Wine,279.97,1500,0.0,0,"Syrah/Shiraz from Edna Valley, Central Coast, California",0.0,0,2008,Syrah/Shiraz,California,Central Coast,0
Alberico Appia Antica 400 Bianco ,White Wine,19.99,750,0.0,0,"Other White Blends from Lazio, Italy",12.5,V,2020,Other White Blends,Italy,Lazio,1
Alberico Appia Antica 400 Rosso ,Red Wine,19.99,750,0.0,0,"Bordeaux Red Blends from Lazio, Italy",13.5,0,2019,Bordeaux Red Blends,Italy,Lazio,0
Alberico Rosso ,Red Wine,89.99,750,0.0,0,"Bordeaux Red Blends from Lazio, Italy",13.0,0,2016,Bordeaux Red Blends,Italy,Lazio,0
Alberico Bianco ,White Wine,67.99,750,0.0,0,"Semillon from Lazio, Italy",0.0,0,2016,Semillon,Italy,Lazio,0
Albert Bichot Beaune Clos des Mouches Premier Cru Blanc Domaine du Pavillon ,White Wine,199.99,750,0.0,0,"Chardonnay from Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",0.0,"WW, D, JM, WE, WS, BH",2019,Chardonnay,France,Burgundy,6
Albert Bichot Macon-Villages ,White Wine,26.99,750,0.0,0,"Chardonnay from Macon Villages, Maconnais, Burgundy, France",13.0,0,2021,Chardonnay,France,Burgundy,0
Albert Bichot Chambolle-Musigny Les Chabiots Premier Cru ,Red Wine,179.99,750,0.0,0,"Pinot Noir from Chambolle-Musigny, Cote de Nuits, Cote d'Or, Burgundy, France",13.0,"BH, WS",2018,Pinot Noir,France,Burgundy,2
Albert Bichot Santenay Blanc ,White Wine,79.99,750,0.0,0,"Chardonnay from Santenay, Cote de Beaune, Cote d'Or, Burgundy, France",13.0,WW,2019,Chardonnay,France,Burgundy,1
Albert Bichot Chablis Les Lys Premier Cru Domaine Long-Depaquit ,White Wine,64.99,750,0.0,0,"Chardonnay from Chablis, Burgundy, France",13.0,"WE, BH",2019,Chardonnay,France,Burgundy,2
Albert Bichot Bourgogne Passetoutgrain ,Red Wine,24.99,750,0.0,0,"Other Red Blends from Burgundy, France",0.0,0,2019,Other Red Blends,France,Burgundy,0
Albert Bichot Vosne-Romanee Malconsorts Premier Cru Domaine du Clos Frantin ,Red Wine,228.99,750,0.0,0,"Pinot Noir from Vosne-Romanee, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,"JS, BH",2017,Pinot Noir,France,Burgundy,2
Albert Bichot Grands-Echezeaux Grand Cru Domaine du Clos Frantin ,Red Wine,499.99,750,0.0,0,"Pinot Noir from Flagey-Echezeaux, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,BH,2018,Pinot Noir,France,Burgundy,1
Albert Bichot Corton Clos Des Marechaudes Grand Cru Domaine du Pavillon ,Red Wine,219.99,750,0.0,0,"Pinot Noir from Aloxe-Corton, Cote de Beaune, Cote d'Or, Burgundy, France",0.0,"JM, V, BH, D",2019,Pinot Noir,France,Burgundy,4
Albert Bichot Morey-St-Denis Les Sorbets Premier Cru ,Red Wine,139.99,750,0.0,0,"Pinot Noir from Morey-St-Denis, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,"JM, BH, D",2019,Pinot Noir,France,Burgundy,3
Albert Bichot Echezeaux Domaine du Clos Frantin Grand Cru ,Red Wine,379.99,750,0.0,0,"Pinot Noir from Flagey-Echezeaux, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,0,2019,Pinot Noir,France,Burgundy,0
Albert Bichot Bourgogne Cote d'Or Domaine du Clos Frantin ,Red Wine,48.99,750,0.0,0,"Pinot Noir from Cote de Nuits, Cote d'Or, Burgundy, France",0.0,0,2019,Pinot Noir,France,Burgundy,0
Albert Bichot Pommard Les Rugiens Premier Cru Domaine du Pavillon ,Red Wine,169.99,750,0.0,0,"Pinot Noir from Pommard, Cote de Beaune, Cote d'Or, Burgundy, France",0.0,"JM, JS, BH",2019,Pinot Noir,France,Burgundy,3
Albert Bichot Montagny Premier Cru ,White Wine,51.99,750,0.0,0,"Chardonnay from Montagny, Cote Chalonnaise, Burgundy, France",0.0,JS,2019,Chardonnay,France,Burgundy,1
Albert Bichot Gevrey-Chambertin Les Evocelles ,Red Wine,119.99,750,0.0,0,"Pinot Noir from Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,"JM, D",2019,Pinot Noir,France,Burgundy,2
Albert Bichot Chablis Domaine Long-Depaquit Moutonne Grand Cru Monopole ,White Wine,219.99,750,0.0,0,"Chardonnay from Chablis, Burgundy, France",0.0,"D, JS, JM",2019,Chardonnay,France,Burgundy,3
Albert Bichot Horizon de Bichot Chardonnay ,White Wine,18.99,750,0.0,0,Chardonnay from France,0.0,0,2020,Chardonnay,France,_Not_given_,0
Albert Bichot Saint-Veran ,White Wine,28.99,750,0.0,0,"Chardonnay from St-Veran, Maconnais, Burgundy, France",0.0,WS,2019,Chardonnay,France,Burgundy,1
Albert Bichot Vosne-Romanee Malconsorts Premier Cru Domaine du Clos Frantin ,Red Wine,279.99,750,0.0,0,"Pinot Noir from Vosne-Romanee, Cote de Nuits, Cote d'Or, Burgundy, France",13.5,"WE, JS, BH",2018,Pinot Noir,France,Burgundy,3
Albert Bichot Aloxe-Corton Clos des Marechaudes Premier Cru Domaine du Pavillon ,Red Wine,169.99,750,0.0,0,"Pinot Noir from Aloxe-Corton, Cote de Beaune, Cote d'Or, Burgundy, France",0.0,0,2019,Pinot Noir,France,Burgundy,0
Albert Bichot Chassagne-Montrachet Morgeot Premier Cru ,White Wine,169.99,750,0.0,0,"Chardonnay from Chassagne-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",0.0,BH,2019,Chardonnay,France,Burgundy,1
Albert Bichot Chambertin Grand Cru ,Red Wine,649.99,750,0.0,0,"Pinot Noir from Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,WE,2018,Pinot Noir,France,Burgundy,1
Albert Bichot Clos de la Roche Grand Cru ,Red Wine,354.99,750,0.0,0,"Pinot Noir from Morey-St-Denis, Cote de Nuits, Cote d'Or, Burgundy, France",13.0,"JS, JM, BH, V",2017,Pinot Noir,France,Burgundy,4
Albert Bichot Bourgogne Vieilles Vignes Pinot Noir ,Red Wine,25.99,750,3.5,6,"Pinot Noir from Burgundy, France",0.0,0,2020,Pinot Noir,France,Burgundy,0
Albert Bichot Cremant de Bourgogne Brut Reserve,Sparkling & Champagne,26.99,750,3.9,25,"Non-Vintage Sparkling Wine from Burgundy, France",12.0,WS,0,Non-Vintage Sparkling Wine,France,Burgundy,1
Albert Bichot Aloxe-Corton Les Fournieres Premier Cru Domaine du Pavillon Monopole ,Red Wine,129.99,750,0.0,0,"Pinot Noir from Aloxe-Corton, Cote de Beaune, Cote d'Or, Burgundy, France",0.0,0,2019,Pinot Noir,France,Burgundy,0
Albert Bichot Vosne-Romanee Domaine du Clos Frantin ,Red Wine,149.99,750,0.0,0,"Pinot Noir from Vosne-Romanee, Cote de Nuits, Cote d'Or, Burgundy, France",14.0,"WW, WE, V",2019,Pinot Noir,France,Burgundy,3
Albert Bichot Vosne-Romanee Les Rouges Premier Cru Domaine du Clos Frantin ,Red Wine,189.0,750,0.0,0,"Pinot Noir from Vosne-Romanee, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,0,2019,Pinot Noir,France,Burgundy,0
Albert Bichot Mercurey En Pierre Milley Domaine Adelie ,Red Wine,49.99,750,0.0,0,"Pinot Noir from Mercurey, Cote Chalonnaise, Burgundy, France",13.5,"WW, WE",2019,Pinot Noir,France,Burgundy,2
Albert Bichot Savigny Les Beaune ,Red Wine,42.99,750,0.0,0,"Pinot Noir from Savigny-les-Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",0.0,WS,2017,Pinot Noir,France,Burgundy,1
Albert Bichot Fixin Clos de la Perriere Premier Cru Monopole ,Red Wine,119.99,750,0.0,0,"Pinot Noir from Fixin, Cote de Nuits, Cote d'Or, Burgundy, France",14.0,"V, WE",2019,Pinot Noir,France,Burgundy,2
Albert Bichot Cremant de Bourgogne Brut Rose,Sparkling & Champagne,39.99,750,4.1,30,"Sparkling Rosé from Burgundy, France",12.0,0,0,Sparkling Rosé,France,Burgundy,0
Albert Bichot Chablis Les Clos Grand Cru Domaine Long-Depaquit ,White Wine,119.99,750,0.0,0,"Chardonnay from Chablis, Burgundy, France",0.0,"JM, D, BH",2019,Chardonnay,France,Burgundy,3
Albert Bichot Grands-Echezeaux Grand Cru Domaine du Clos Frantin ,Red Wine,389.99,750,0.0,0,"Pinot Noir from Flagey-Echezeaux, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,"V, JM, BH, D",2019,Pinot Noir,France,Burgundy,4
Albert Bichot Meursault Domaine du Pavillon ,White Wine,129.99,750,0.0,0,"Chardonnay from Meursault, Cote de Beaune, Cote d'Or, Burgundy, France",14.0,"WW, WS, JS, WE",2019,Chardonnay,France,Burgundy,4
Albert Boxler Riesling Grand Cru Sommerberg ,White Wine,81.99,750,0.0,0,"Riesling from Alsace, France",13.5,"JS, RP",2016,Riesling,France,Alsace,2
Albert Boxler Muscat ,White Wine,44.99,750,3.9,6,"Muscat from Alsace, France",13.0,0,2016,Muscat,France,Alsace,0
Albert Boxler Riesling Grand Cru Sommerberg Eckberg ,White Wine,109.99,750,0.0,0,"Riesling from Alsace, France",14.5,0,2018,Riesling,France,Alsace,0
Albert Boxler Riesling Grand Cru Brand ,White Wine,93.99,750,0.0,0,"Riesling from Alsace, France",13.5,"RP, JS",2015,Riesling,France,Alsace,2
Albert Boxler Pinot Gris Heimbourg ,White Wine,81.99,750,0.0,0,"Pinot Gris/Grigio from Alsace, France",14.5,0,2016,Pinot Gris/Grigio,France,Alsace,0
Albert Boxler Gewurztraminer Reserve ,White Wine,62.99,750,0.0,0,"Gewurztraminer from Alsace, France",13.5,RP,2017,Gewurztraminer,France,Alsace,1
Albert Boxler Pinot Gris Sommerberg Wibtal ,White Wine,81.99,750,0.0,0,"Pinot Gris/Grigio from Alsace, France",14.0,JS,2016,Pinot Gris/Grigio,France,Alsace,1
Albert Boxler Gewurztraminer Grand Cru Brand ,White Wine,80.99,750,3.8,7,"Gewurztraminer from Alsace, France",13.5,0,2016,Gewurztraminer,France,Alsace,0
Albert Boxler Pinot Blanc ,White Wine,42.99,750,3.6,12,"Pinot Blanc from Alsace, France",13.0,JS,2016,Pinot Blanc,France,Alsace,1
Albert Boxler Riesling Reserve ,White Wine,69.99,750,0.0,0,"Riesling from Alsace, France",13.5,0,2018,Riesling,France,Alsace,0
Albert Boxler Pinot Gris Grand Cru Brand ,White Wine,74.99,750,0.0,0,"Pinot Gris/Grigio from Alsace, France",13.0,0,2013,Pinot Gris/Grigio,France,Alsace,0
Albert Boxler Cremant d'Alsace Brut ,Sparkling & Champagne,38.99,750,0.0,0,"Vintage Sparkling Wine from Alsace, France",0.0,0,2017,Vintage Sparkling Wine,France,Alsace,0
Albert Boxler Riesling Grand Cru Brand ,White Wine,109.99,750,0.0,0,"Riesling from Alsace, France",14.0,WE,2018,Riesling,France,Alsace,1
Albert Boxler Reserve Pinot Blanc ,White Wine,45.99,750,0.0,0,"Pinot Blanc from Alsace, France",13.0,V,2017,Pinot Blanc,France,Alsace,1
Albert Boxler Chasselas ,White Wine,37.99,750,3.6,7,"Other White Wine from Alsace, France",12.0,0,2017,Other White Wine,France,Alsace,0
Albert Boxler Pinot Gris Grand Cru Brand ,White Wine,81.99,750,4.6,7,"Pinot Gris/Grigio from Alsace, France",14.0,"RP, JS",2016,Pinot Gris/Grigio,France,Alsace,2
Albert Boxler Riesling ,White Wine,58.99,750,0.0,0,"Riesling from Alsace, France",13.5,0,2018,Riesling,France,Alsace,0
Albert Boxler Pinot Gris ,White Wine,58.99,750,0.0,0,"Pinot Gris/Grigio from Alsace, France",0.0,0,2016,Pinot Gris/Grigio,France,Alsace,0
Albert Boxler Edelswicker Reserve ,White Wine,33.99,750,4.5,6,"Other White Blends from Alsace, France",0.0,0,2019,Other White Blends,France,Alsace,0
Albert Boxler Gewurztraminer ,White Wine,33.99,750,3.7,9,"Gewurztraminer from Alsace, France",12.0,0,2015,Gewurztraminer,France,Alsace,0
Albert Boxler Pinot Noir ,Red Wine,60.99,750,0.0,0,"Pinot Noir from Alsace, France",13.5,0,2018,Pinot Noir,France,Alsace,0
Albert Boxler Reserve Pinot Gris ,White Wine,58.99,750,0.0,0,"Pinot Gris/Grigio from Alsace, France",13.5,0,2017,Pinot Gris/Grigio,France,Alsace,0
Albert Boxler Riesling Grand Cru Brand Kirchberg ,White Wine,79.99,750,0.0,0,"Riesling from Alsace, France",13.5,0,2017,Riesling,France,Alsace,0
Alberto Longo Primitivo ,Red Wine,19.99,750,0.0,0,"Primitivo from Puglia, Italy",0.0,0,2020,Primitivo,Italy,Puglia,0
Alberto Longo Le Cruste ,Red Wine,29.99,750,0.0,0,"Other Red Wine from Puglia, Italy",13.5,0,2017,Other Red Wine,Italy,Puglia,0
Albet I Noya El Fanio ,White Wine,22.99,750,0.0,0,"Xarel-lo from Penedes, Spain",13.0,0,2020,Xarel-lo,Spain,Penedes,0
Albet I Noya Petit Albet Brut Reserva ,Sparkling & Champagne,18.99,750,0.0,0,"Vintage Sparkling Wine from Penedes, Spain",12.0,0,2019,Vintage Sparkling Wine,Spain,Penedes,0
Albet I Noya Les Timbes ,Red Wine,18.99,750,0.0,0,"Other Red Blends from Penedes, Spain",14.0,0,2016,Other Red Blends,Spain,Penedes,0
Albet I Noya Petit Albet Brut Rose ,Sparkling & Champagne,18.99,750,0.0,0,"Sparkling Rosé from Penedes, Spain",12.0,0,2019,Sparkling Rosé,Spain,Penedes,0
Albet I Noya La Milana ,Red Wine,29.99,750,0.0,0,"Other Red Blends from Penedes, Spain",14.0,0,2015,Other Red Blends,Spain,Penedes,0
Albino Rocca Barbaresco ,Red Wine,52.99,750,3.7,5,"Nebbiolo from Barbaresco, Piedmont, Italy",0.0,WS,2015,Nebbiolo,Italy,Piedmont,1
Albino Rocca Barbaresco Vigneto Brich Ronchi (1.5 Liter Magnum) ,Red Wine,219.97,1500,0.0,0,"Nebbiolo from Barbaresco, Piedmont, Italy",0.0,RP,1998,Nebbiolo,Italy,Piedmont,1
Alcance Gran Reserva Carmenere ,Red Wine,25.99,750,3.9,24,Carmenere from Chile,14.5,WE,2015,Carmenere,Chile,_Not_given_,1
Alcance Gran Reserva Cabernet Sauvignon ,Red Wine,23.99,750,0.0,0,Cabernet Sauvignon from Chile,0.0,0,2015,Cabernet Sauvignon,Chile,_Not_given_,0
Alchemist Pinot Noir ,Red Wine,32.99,750,0.0,0,"Pinot Noir from Willamette Valley, Oregon",13.0,0,2019,Pinot Noir,Oregon,Willamette Valley,0
Alchemist Pinot Noir ,Red Wine,34.99,750,0.0,0,"Pinot Noir from Willamette Valley, Oregon",13.0,0,2021,Pinot Noir,Oregon,Willamette Valley,0
Alchemist Chardonnay ,White Wine,33.99,750,0.0,0,"Chardonnay from Willamette Valley, Oregon",12.5,"RP, W&S",2017,Chardonnay,Oregon,Willamette Valley,2
Aldo Conterno Colonnello Barolo ,Red Wine,220.99,750,0.0,0,"Nebbiolo from Barolo, Piedmont, Italy",14.5,"JS, RP, WE, WS",2017,Nebbiolo,Italy,Piedmont,4
Aldo Conterno Granbussia Barolo Riserva ,Red Wine,929.0,750,0.0,0,"Nebbiolo from Barolo, Piedmont, Italy",0.0,WS,2012,Nebbiolo,Italy,Piedmont,1
Aldo Conterno Langhe Il Favot Nebbiolo ,Red Wine,55.99,750,0.0,0,"Nebbiolo from Piedmont, Italy",0.0,WS,2018,Nebbiolo,Italy,Piedmont,1
Aldo Conterno Cicala Barolo ,Red Wine,220.99,750,0.0,0,"Nebbiolo from Barolo, Piedmont, Italy",0.0,WS,2017,Nebbiolo,Italy,Piedmont,1
Aldo Conterno Cicala Barolo ,Red Wine,239.97,750,0.0,0,"Nebbiolo from Barolo, Piedmont, Italy",0.0,WE,1998,Nebbiolo,Italy,Piedmont,1
Aldo Conterno Romirasco Barolo ,Red Wine,320.99,750,0.0,0,"Nebbiolo from Barolo, Piedmont, Italy",14.5,"JS, WS, RP",2017,Nebbiolo,Italy,Piedmont,3
Aldo Conterno Colonnello Barolo ,Red Wine,189.97,750,0.0,0,"Nebbiolo from Barolo, Piedmont, Italy",0.0,RP,1997,Nebbiolo,Italy,Piedmont,1
Aldo Conterno Barolo Bussia ,Red Wine,120.99,750,0.0,0,"Nebbiolo from Barolo, Piedmont, Italy",14.5,"JS, WS, RP",2017,Nebbiolo,Italy,Piedmont,3
Aldo Conterno Romirasco Barolo (1.5 Liter Magnum) ,Red Wine,599.0,1500,0.0,0,"Nebbiolo from Barolo, Piedmont, Italy",0.0,JS,2017,Nebbiolo,Italy,Piedmont,1
Aldo Conterno Conca Tre Pile Barbera d'Alba ,Red Wine,36.99,750,0.0,0,"Barbera from Alba, Piedmont, Italy",14.5,0,2018,Barbera,Italy,Piedmont,0
Aldo Rainoldi San Gregorio Rosso di Valtellina ,Red Wine,33.99,750,0.0,0,"Nebbiolo from Lombardy, Italy",12.5,0,2019,Nebbiolo,Italy,Lombardy,0
Aldo Rainoldi Sfursat di Valtellina ,Red Wine,71.99,750,0.0,0,"Nebbiolo from Lombardy, Italy",0.0,0,2019,Nebbiolo,Italy,Lombardy,0
Aldo Rainoldi Valtellina Superiore Sassella ,Red Wine,34.99,750,0.0,0,"Nebbiolo from Lombardy, Italy",0.0,0,2018,Nebbiolo,Italy,Lombardy,0
Aldo Rainoldi Valtellina Superiore Inferno Riserva ,Red Wine,64.99,750,0.0,0,"Nebbiolo from Lombardy, Italy",0.0,0,2017,Nebbiolo,Italy,Lombardy,0
Aldo Rainoldi Valtellina Superiore Grumello ,Red Wine,34.99,750,0.0,0,"Nebbiolo from Lombardy, Italy",0.0,0,2019,Nebbiolo,Italy,Lombardy,0
Alessandro & Gian Natale Fantino Rosso dei Dardi ,Red Wine,22.99,750,0.0,0,"Nebbiolo from Piedmont, Italy",0.0,0,2017,Nebbiolo,Italy,Piedmont,0
